Time (s),Frame,Event
9.97,588,Person 1205 Walking
9.97,588,Crowded Scene (15 people)
9.98,589,Vehicle 884 Stopping
9.98,589,Vehicle 1124 Stopping
9.98,589,Person 1205 Walking
9.98,589,Crowded Scene (15 people)
10.00,590,Vehicle 884 Stopping
10.00,590,Vehicle 1124 Stopping
10.00,590,Person 1157 Walking
10.00,590,Crowded Scene (13 people)
10.02,591,Person 937 Walking
10.02,591,Vehicle 884 Stopping
10.02,591,Vehicle 1124 Stopping
10.02,591,Person 719 Walking
10.02,591,Crowded Scene (15 people)
10.03,592,Vehicle 884 Stopping
10.03,592,Vehicle 1124 Stopping
10.03,592,Person 1229 Walking
10.03,592,Crowded Scene (14 people)
10.05,593,Vehicle 884 Stopping
10.05,593,Vehicle 1124 Stopping
10.05,593,Person 1157 Walking
10.05,593,Person 1205 Walking
10.05,593,Person 937 Walking
10.05,593,Crowded Scene (15 people)
10.07,594,Vehicle 884 Stopping
10.07,594,Vehicle 1124 Stopping
10.07,594,Person 1197 Walking
10.07,594,Person 1229 Walking
10.07,594,Person 937 Walking
10.07,594,Person 1151 Walking
10.07,594,Crowded Scene (16 people)
10.08,595,Vehicle 884 Stopping
10.08,595,Vehicle 1124 Stopping
10.08,595,Person 1229 Walking
10.08,595,Person 937 Walking
10.08,595,Crowded Scene (17 people)
10.10,596,Vehicle 884 Stopping
10.10,596,Vehicle 1124 Stopping
10.10,596,Person 937 Walking
10.10,596,Crowded Scene (19 people)
10.12,597,Vehicle 884 Stopping
10.12,597,Vehicle 1124 Stopping
10.12,597,Person 1160 Walking
10.12,597,Person 1229 Walking
10.12,597,Person 1260 Walking
10.12,597,Crowded Scene (19 people)
10.14,598,Vehicle 884 Stopping
10.14,598,Vehicle 1124 Stopping
10.14,598,Person 1229 Walking
10.14,598,Crowded Scene (18 people)
10.15,599,Vehicle 884 Stopping
10.15,599,Vehicle 1124 Stopping
10.15,599,Person 1125 Walking
10.15,599,Person 1205 Walking
10.15,599,Crowded Scene (17 people)
10.17,600,Vehicle 884 Stopping
10.17,600,Vehicle 1124 Stopping
10.17,600,Person 1193 Walking
10.17,600,Person 1205 Walking
10.17,600,Person 1229 Walking
10.17,600,Crowded Scene (17 people)
10.19,601,Vehicle 884 Stopping
10.19,601,Vehicle 1124 Stopping
10.19,601,Person 1197 Walking
10.19,601,Person 1205 Walking
10.19,601,Person 1229 Walking
10.19,601,Crowded Scene (18 people)
10.20,602,Vehicle 884 Stopping
10.20,602,Vehicle 1124 Stopping
10.20,602,Person 1274 Walking
10.20,602,Crowded Scene (16 people)
10.22,603,Vehicle 884 Stopping
10.22,603,Vehicle 1124 Stopping
10.22,603,Person 1193 Walking
10.22,603,Person 1274 Walking
10.22,603,Crowded Scene (16 people)
10.24,604,Vehicle 884 Stopping
10.24,604,Vehicle 1124 Stopping
10.24,604,Crowded Scene (17 people)
10.25,605,Vehicle 884 Stopping
10.25,605,Vehicle 1124 Stopping
10.25,605,Crowded Scene (17 people)
10.27,606,Vehicle 1124 Stopping
10.27,606,Person 1229 Walking
10.27,606,Person 1231 Walking
10.27,606,Crowded Scene (18 people)
10.29,607,Vehicle 1124 Stopping
10.29,607,Crowded Scene (18 people)
10.31,608,Vehicle 1124 Stopping
10.31,608,Person 1205 Walking
10.31,608,Crowded Scene (20 people)
10.32,609,Vehicle 1124 Stopping
10.32,609,Person 1260 Walking
10.32,609,Crowded Scene (20 people)
10.34,610,Vehicle 1124 Stopping
10.34,610,Person 1271 Walking
10.34,610,Crowded Scene (20 people)
10.36,611,Vehicle 1124 Stopping
10.36,611,Person 1160 Walking
10.36,611,Crowded Scene (20 people)
10.37,612,Vehicle 1124 Stopping
10.37,612,Person 1205 Walking
10.37,612,Crowded Scene (20 people)
10.39,613,Vehicle 1124 Stopping
10.39,613,Person 1160 Walking
10.39,613,Crowded Scene (20 people)
10.41,614,Vehicle 1124 Stopping
10.41,614,Person 1166 Walking
10.41,614,Person 1260 Walking
10.41,614,Crowded Scene (20 people)
10.42,615,Vehicle 1124 Stopping
10.42,615,Crowded Scene (20 people)
10.44,616,Vehicle 1124 Stopping
10.44,616,Person 1205 Walking
10.44,616,Crowded Scene (20 people)
10.46,617,Vehicle 1124 Stopping
10.46,617,Person 1271 Walking
10.46,617,Person 1205 Walking
10.46,617,Crowded Scene (20 people)
10.47,618,Vehicle 1124 Stopping
10.47,618,Person 1260 Walking
10.47,618,Crowded Scene (21 people)
10.49,619,Vehicle 1124 Stopping
10.49,619,Person 1190 Walking
10.49,619,Person 1260 Walking
10.49,619,Crowded Scene (21 people)
10.51,620,Vehicle 1124 Stopping
10.51,620,Person 1190 Walking
10.51,620,Person 1151 Walking
10.51,620,Person 1205 Walking
10.51,620,Crowded Scene (21 people)
10.53,621,Vehicle 1124 Stopping
10.53,621,Person 1190 Walking
10.53,621,Person 1260 Walking
10.53,621,Person 1205 Walking
10.53,621,Crowded Scene (19 people)
10.54,622,Vehicle 1124 Stopping
10.54,622,Person 1190 Walking
10.54,622,Person 1067 Walking
10.54,622,Crowded Scene (19 people)
10.56,623,Vehicle 1124 Stopping
10.56,623,Person 1151 Walking
10.56,623,Crowded Scene (20 people)
10.58,624,Vehicle 1124 Stopping
10.58,624,Person 1271 Walking
10.58,624,Crowded Scene (19 people)
10.59,625,Vehicle 1124 Stopping
10.59,625,Person 1190 Walking
10.59,625,Person 1160 Walking
10.59,625,Crowded Scene (19 people)
10.61,626,Vehicle 1124 Stopping
10.61,626,Person 1271 Walking
10.61,626,Crowded Scene (19 people)
10.63,627,Vehicle 1124 Stopping
10.63,627,Person 1190 Walking
10.63,627,Person 1166 Walking
10.63,627,Person 1205 Walking
10.63,627,Crowded Scene (19 people)
10.64,628,Vehicle 1124 Stopping
10.64,628,Person 1190 Walking
10.64,628,Person 1260 Walking
10.64,628,Person 1293 Walking
10.64,628,Crowded Scene (17 people)
10.66,629,Vehicle 1124 Stopping
10.66,629,Person 1183 Walking
10.66,629,Person 1166 Walking
10.66,629,Person 1293 Walking
10.66,629,Person 1205 Walking
10.66,629,Crowded Scene (17 people)
10.68,630,Vehicle 1124 Stopping
10.68,630,Person 1166 Walking
10.68,630,Person 1205 Walking
10.68,630,Crowded Scene (16 people)
10.69,631,Vehicle 1124 Stopping
10.69,631,Person 1166 Walking
10.69,631,Person 1293 Walking
10.69,631,Crowded Scene (17 people)
10.71,632,Vehicle 1124 Stopping
10.71,632,Person 1329 Walking
10.71,632,Crowded Scene (16 people)
10.73,633,Vehicle 1124 Stopping
10.73,633,Person 1293 Walking
10.73,633,Person 1329 Walking
10.73,633,Crowded Scene (16 people)
10.75,634,Vehicle 1124 Stopping
10.75,634,Person 1190 Walking
10.75,634,Crowded Scene (15 people)
10.76,635,Vehicle 1124 Stopping
10.76,635,Person 1293 Walking
10.76,635,Crowded Scene (15 people)
10.78,636,Vehicle 1124 Stopping
10.78,636,Person 1205 Walking
10.78,636,Person 1151 Walking
10.78,636,Crowded Scene (15 people)
10.80,637,Vehicle 1124 Stopping
10.80,637,Crowded Scene (13 people)
10.81,638,Vehicle 1124 Stopping
10.81,638,Person 1205 Walking
10.81,638,Person 1160 Walking
10.81,638,Crowded Scene (15 people)
10.83,639,Vehicle 1124 Stopping
10.83,639,Vehicle 1288 Stopping
10.83,639,Crowded Scene (16 people)
10.85,640,Vehicle 1124 Stopping
10.85,640,Vehicle 1288 Stopping
10.85,640,Person 1346 Walking
10.85,640,Crowded Scene (17 people)
10.86,641,Vehicle 1124 Stopping
10.86,641,Vehicle 1288 Stopping
10.86,641,Crowded Scene (17 people)
10.88,642,Vehicle 1124 Stopping
10.88,642,Vehicle 1288 Stopping
10.88,642,Crowded Scene (17 people)
10.90,643,Vehicle 1124 Stopping
10.90,643,Vehicle 1288 Stopping
10.90,643,Crowded Scene (17 people)
10.92,644,Vehicle 1124 Stopping
10.92,644,Vehicle 1288 Stopping
10.92,644,Person 1293 Walking
10.92,644,Crowded Scene (17 people)
10.93,645,Vehicle 1124 Stopping
10.93,645,Vehicle 1288 Stopping
10.93,645,Person 1346 Walking
10.93,645,Crowded Scene (18 people)
10.95,646,Vehicle 1124 Stopping
10.95,646,Vehicle 1288 Stopping
10.95,646,Crowded Scene (18 people)
10.97,647,Vehicle 1124 Stopping
10.97,647,Vehicle 1288 Stopping
10.97,647,Person 1160 Walking
10.97,647,Person 1346 Walking
10.97,647,Crowded Scene (17 people)
10.98,648,Vehicle 1124 Stopping
10.98,648,Vehicle 1288 Stopping
10.98,648,Person 1160 Walking
10.98,648,Crowded Scene (18 people)
11.00,649,Vehicle 1124 Stopping
11.00,649,Person 1260 Walking
11.00,649,Vehicle 1288 Stopping
11.00,649,Person 1346 Walking
11.00,649,Crowded Scene (18 people)
11.02,650,Vehicle 1124 Stopping
11.02,650,Vehicle 1288 Stopping
11.02,650,Person 1349 Walking
11.02,650,Crowded Scene (17 people)
11.03,651,Vehicle 1124 Stopping
11.03,651,Vehicle 1288 Stopping
11.03,651,Person 1151 Walking
11.03,651,Crowded Scene (17 people)
11.05,652,Vehicle 1124 Stopping
11.05,652,Vehicle 1288 Stopping
11.05,652,Vehicle 1323 Stopping
11.05,652,Crowded Scene (17 people)
11.07,653,Vehicle 1124 Stopping
11.07,653,Person 1190 Walking
11.07,653,Vehicle 1288 Stopping
11.07,653,Vehicle 1323 Stopping
11.07,653,Crowded Scene (17 people)
11.08,654,Vehicle 1124 Stopping
11.08,654,Vehicle 1288 Stopping
11.08,654,Person 1205 Walking
11.08,654,Vehicle 1323 Stopping
11.08,654,Person 1349 Walking
11.08,654,Crowded Scene (17 people)
11.10,655,Vehicle 1124 Stopping
11.10,655,Vehicle 1288 Stopping
11.10,655,Vehicle 1323 Stopping
11.10,655,Crowded Scene (16 people)
11.12,656,Vehicle 1124 Stopping
11.12,656,Vehicle 1288 Stopping
11.12,656,Person 1205 Walking
11.12,656,Vehicle 1323 Stopping
11.12,656,Crowded Scene (16 people)
11.14,657,Vehicle 1124 Stopping
11.14,657,Vehicle 1288 Stopping
11.14,657,Vehicle 1323 Stopping
11.14,657,Crowded Scene (15 people)
11.15,658,Vehicle 1124 Stopping
11.15,658,Vehicle 1288 Stopping
11.15,658,Vehicle 1323 Stopping
11.15,658,Crowded Scene (15 people)
11.17,659,Vehicle 1124 Stopping
11.17,659,Vehicle 1288 Stopping
11.17,659,Vehicle 1323 Stopping
11.17,659,Crowded Scene (15 people)
11.19,660,Vehicle 1124 Stopping
11.19,660,Vehicle 1288 Stopping
11.19,660,Vehicle 1323 Stopping
11.19,660,Crowded Scene (15 people)
11.20,661,Vehicle 1124 Stopping
11.20,661,Person 1190 Walking
11.20,661,Vehicle 1288 Stopping
11.20,661,Person 1205 Walking
11.20,661,Vehicle 1323 Stopping
11.20,661,Person 1357 Walking
11.20,661,Crowded Scene (15 people)
11.22,662,Vehicle 1124 Stopping
11.22,662,Vehicle 1288 Stopping
11.22,662,Vehicle 1323 Stopping
11.22,662,Crowded Scene (15 people)
11.24,663,Vehicle 1124 Stopping
11.24,663,Vehicle 1288 Stopping
11.24,663,Vehicle 1323 Stopping
11.24,663,Crowded Scene (15 people)
11.25,664,Vehicle 1124 Stopping
11.25,664,Vehicle 1288 Stopping
11.25,664,Vehicle 1323 Stopping
11.25,664,Crowded Scene (15 people)
11.27,665,Vehicle 1124 Stopping
11.27,665,Vehicle 1288 Stopping
11.27,665,Vehicle 1323 Stopping
11.27,665,Crowded Scene (15 people)
11.29,666,Vehicle 1288 Stopping
11.29,666,Vehicle 1323 Stopping
11.29,666,Person 1342 Walking
11.29,666,Crowded Scene (16 people)
11.31,667,Vehicle 1288 Stopping
11.31,667,Vehicle 1323 Stopping
11.31,667,Crowded Scene (16 people)
11.32,668,Vehicle 1288 Stopping
11.32,668,Vehicle 1323 Stopping
11.32,668,Crowded Scene (16 people)
11.34,669,Vehicle 1288 Stopping
11.34,669,Vehicle 1323 Stopping
11.34,669,Crowded Scene (16 people)
11.36,670,Vehicle 1288 Stopping
11.36,670,Vehicle 1323 Stopping
11.36,670,Crowded Scene (16 people)
11.37,671,Vehicle 1288 Stopping
11.37,671,Vehicle 1323 Stopping
11.37,671,Person 1342 Walking
11.37,671,Person 1160 Walking
11.37,671,Crowded Scene (16 people)
11.39,672,Vehicle 1288 Stopping
11.39,672,Vehicle 1323 Stopping
11.39,672,Person 1342 Walking
11.39,672,Person 1160 Walking
11.39,672,Person 1364 Walking
11.39,672,Crowded Scene (16 people)
11.41,673,Vehicle 1288 Stopping
11.41,673,Vehicle 1323 Stopping
11.41,673,Person 1342 Walking
11.41,673,Person 1160 Walking
11.41,673,Crowded Scene (16 people)
11.42,674,Vehicle 1288 Stopping
11.42,674,Person 1205 Walking
11.42,674,Vehicle 1323 Stopping
11.42,674,Person 1342 Walking
11.42,674,Crowded Scene (16 people)
11.44,675,Vehicle 1288 Stopping
11.44,675,Vehicle 1323 Stopping
11.44,675,Person 1342 Walking
11.44,675,Person 1357 Walking
11.44,675,Crowded Scene (15 people)
11.46,676,Vehicle 1288 Stopping
11.46,676,Vehicle 1323 Stopping
11.46,676,Person 1357 Walking
11.46,676,Person 1160 Walking
11.46,676,Crowded Scene (16 people)
11.47,677,Vehicle 1288 Stopping
11.47,677,Vehicle 1323 Stopping
11.47,677,Person 1348 Walking
11.47,677,Person 1357 Walking
11.47,677,Person 1160 Walking
11.47,677,Crowded Scene (16 people)
11.49,678,Person 1193 Walking
11.49,678,Vehicle 1288 Stopping
11.49,678,Vehicle 1323 Stopping
11.49,678,Person 1348 Walking
11.49,678,Person 1357 Walking
11.49,678,Crowded Scene (15 people)
11.51,679,Person 1193 Walking
11.51,679,Vehicle 1288 Stopping
11.51,679,Vehicle 1323 Stopping
11.51,679,Person 1357 Walking
11.51,679,Person 1364 Walking
11.51,679,Crowded Scene (14 people)
11.53,680,Person 1193 Walking
11.53,680,Vehicle 1288 Stopping
11.53,680,Vehicle 1323 Stopping
11.53,680,Person 1364 Walking
11.53,680,Crowded Scene (13 people)
11.54,681,Vehicle 1288 Stopping
11.54,681,Vehicle 1323 Stopping
11.54,681,Person 1364 Walking
11.54,681,Crowded Scene (12 people)
11.56,682,Person 1190 Walking
11.56,682,Person 1197 Walking
11.56,682,Person 1166 Walking
11.56,682,Vehicle 1288 Stopping
11.56,682,Vehicle 1323 Stopping
11.56,682,Crowded Scene (11 people)
11.58,683,Person 1190 Walking
11.58,683,Person 1166 Walking
11.58,683,Vehicle 1288 Stopping
11.58,683,Vehicle 1323 Stopping
11.58,683,Person 1361 Walking
11.58,683,Crowded Scene (11 people)
11.59,684,Vehicle 1288 Stopping
11.59,684,Vehicle 1323 Stopping
11.59,684,Person 1361 Walking
11.59,684,Crowded Scene (10 people)
11.61,685,Person 1190 Walking
11.61,685,Vehicle 1288 Stopping
11.61,685,Person 1205 Walking
11.61,685,Vehicle 1323 Stopping
11.61,685,Crowded Scene (9 people)
11.63,686,Person 1190 Walking
11.63,686,Person 1197 Walking
11.63,686,Vehicle 1288 Stopping
11.63,686,Person 1231 Walking
11.63,686,Vehicle 1323 Stopping
11.63,686,Crowded Scene (9 people)
11.64,687,Person 1190 Walking
11.64,687,Vehicle 1288 Stopping
11.64,687,Person 1231 Walking
11.64,687,Person 1205 Walking
11.64,687,Vehicle 1323 Stopping
11.64,687,Person 1370 Walking
11.64,687,Crowded Scene (8 people)
11.66,688,Vehicle 1288 Stopping
11.66,688,Person 1231 Walking
11.66,688,Person 1205 Walking
11.66,688,Vehicle 1323 Stopping
11.66,688,Person 1370 Walking
11.66,688,Crowded Scene (7 people)
11.68,689,Vehicle 1288 Stopping
11.68,689,Person 1231 Walking
11.68,689,Person 1205 Walking
11.68,689,Vehicle 1323 Stopping
11.68,689,Person 1370 Walking
11.68,689,Crowded Scene (7 people)
11.69,690,Vehicle 1288 Stopping
11.69,690,Person 1205 Walking
11.69,690,Vehicle 1323 Stopping
11.69,690,Crowded Scene (6 people)
11.71,691,Vehicle 1288 Stopping
11.71,691,Vehicle 1323 Stopping
11.71,691,Person 1370 Walking
11.71,691,Crowded Scene (6 people)
11.73,692,Person 937 Walking
11.73,692,Vehicle 1288 Stopping
11.73,692,Person 1205 Walking
11.73,692,Vehicle 1323 Stopping
11.73,692,Crowded Scene (6 people)
11.75,693,Person 937 Walking
11.75,693,Person 1263 Walking
11.75,693,Vehicle 1288 Stopping
11.75,693,Vehicle 1323 Stopping
11.75,693,Crowded Scene (6 people)
11.76,694,Person 1263 Walking
11.76,694,Vehicle 1288 Stopping
11.76,694,Vehicle 1323 Stopping
11.76,694,Crowded Scene (5 people)
11.78,695,Person 1263 Walking
11.78,695,Person 1274 Walking
11.78,695,Vehicle 1288 Stopping
11.78,695,Person 1205 Walking
11.78,695,Vehicle 1323 Stopping
11.78,695,Person 1370 Walking
11.78,695,Crowded Scene (5 people)
11.80,696,Person 1274 Walking
11.80,696,Vehicle 1288 Stopping
11.80,696,Vehicle 1323 Stopping
11.80,696,Person 1370 Walking
11.81,697,Vehicle 1288 Stopping
11.81,697,Vehicle 1323 Stopping
11.83,698,Vehicle 1323 Stopping
11.83,698,Crowded Scene (5 people)
11.85,699,Vehicle 1323 Stopping
11.85,699,Person 1370 Walking
11.85,699,Person 1377 Walking
11.85,699,Crowded Scene (5 people)
11.86,700,Vehicle 1323 Stopping
11.86,700,Person 1377 Walking
11.86,700,Crowded Scene (5 people)
11.88,701,Vehicle 1323 Stopping
11.88,701,Person 1377 Walking
11.90,702,Person 1205 Walking
11.90,702,Vehicle 1323 Stopping
11.90,702,Person 1377 Walking
11.90,702,Crowded Scene (5 people)
11.92,703,Vehicle 1323 Stopping
11.92,703,Crowded Scene (7 people)
11.93,704,Vehicle 1323 Stopping
11.93,704,Person 1377 Walking
11.93,704,Person 1396 Walking
11.93,704,Person 1197 Walking
11.93,704,Crowded Scene (9 people)
11.95,705,Person 1205 Walking
11.95,705,Vehicle 1323 Stopping
11.95,705,Person 1394 Walking
11.95,705,Person 1396 Walking
11.95,705,Person 1197 Walking
11.95,705,Crowded Scene (9 people)
11.97,706,Person 1205 Walking
11.97,706,Person 1197 Walking
11.97,706,Crowded Scene (10 people)
11.98,707,Person 1396 Walking
11.98,707,Crowded Scene (9 people)
12.00,708,Person 1398 Walking
12.00,708,Crowded Scene (11 people)
12.02,709,Person 1398 Walking
12.02,709,Person 1415 Walking
12.02,709,Crowded Scene (13 people)
12.03,710,Person 1415 Walking
12.03,710,Crowded Scene (13 people)
12.05,711,Person 1396 Walking
12.05,711,Person 1415 Walking
12.05,711,Crowded Scene (15 people)
12.07,712,Person 1408 Walking
12.07,712,Person 1415 Walking
12.07,712,Person 1426 Walking
12.07,712,Crowded Scene (16 people)
12.08,713,Vehicle 1375 Stopping
12.08,713,Person 1396 Walking
12.08,713,Person 1408 Walking
12.08,713,Person 1431 Walking
12.08,713,Crowded Scene (16 people)
12.10,714,Vehicle 1375 Stopping
12.10,714,Person 1394 Walking
12.10,714,Person 1408 Walking
12.10,714,Person 1418 Walking
12.10,714,Person 1431 Walking
12.10,714,Crowded Scene (18 people)
12.12,715,Vehicle 1375 Stopping
12.12,715,Person 1396 Walking
12.12,715,Person 1408 Walking
12.12,715,Person 1417 Walking
12.12,715,Person 1274 Walking
12.12,715,Crowded Scene (17 people)
12.14,716,Vehicle 1375 Stopping
12.14,716,Person 1408 Walking
12.14,716,Person 1274 Walking
12.14,716,Crowded Scene (16 people)
12.15,717,Vehicle 1375 Stopping
12.15,717,Crowded Scene (16 people)
12.17,718,Vehicle 1375 Stopping
12.17,718,Person 1408 Walking
12.17,718,Crowded Scene (16 people)
12.19,719,Vehicle 1375 Stopping
12.19,719,Person 1394 Walking
12.19,719,Person 1408 Walking
12.19,719,Person 1418 Walking
12.19,719,Crowded Scene (16 people)
12.20,720,Vehicle 1375 Stopping
12.20,720,Person 1377 Walking
12.20,720,Person 1394 Walking
12.20,720,Crowded Scene (16 people)
12.22,721,Vehicle 1375 Stopping
12.22,721,Person 1377 Walking
12.22,721,Crowded Scene (18 people)
12.24,722,Vehicle 1375 Stopping
12.24,722,Person 1396 Walking
12.24,722,Person 1418 Walking
12.24,722,Crowded Scene (18 people)
12.25,723,Vehicle 1375 Stopping
12.25,723,Person 1396 Walking
12.25,723,Person 1418 Walking
12.25,723,Crowded Scene (17 people)
12.27,724,Vehicle 1375 Stopping
12.27,724,Person 1449 Walking
12.27,724,Crowded Scene (16 people)
12.29,725,Vehicle 1375 Stopping
12.29,725,Crowded Scene (19 people)
12.31,726,Vehicle 1375 Stopping
12.31,726,Person 1377 Walking
12.31,726,Crowded Scene (19 people)
12.32,727,Vehicle 1375 Stopping
12.32,727,Person 1449 Walking
12.32,727,Crowded Scene (19 people)
12.34,728,Vehicle 1375 Stopping
12.34,728,Person 1377 Walking
12.34,728,Person 1449 Walking
12.34,728,Crowded Scene (18 people)
12.36,729,Vehicle 1375 Stopping
12.36,729,Person 1458 Walking
12.36,729,Crowded Scene (18 people)
12.37,730,Vehicle 1375 Stopping
12.37,730,Person 1457 Walking
12.37,730,Person 1458 Walking
12.37,730,Crowded Scene (19 people)
12.39,731,Vehicle 1375 Stopping
12.39,731,Person 1438 Walking
12.39,731,Crowded Scene (19 people)
12.41,732,Vehicle 1375 Stopping
12.41,732,Person 1450 Walking
12.41,732,Person 1457 Walking
12.41,732,Crowded Scene (19 people)
12.42,733,Vehicle 1375 Stopping
12.42,733,Person 1450 Walking
12.42,733,Person 1465 Walking
12.42,733,Crowded Scene (19 people)
12.44,734,Vehicle 1375 Stopping
12.44,734,Person 1438 Walking
12.44,734,Person 1458 Walking
12.44,734,Crowded Scene (18 people)
12.46,735,Vehicle 1375 Stopping
12.46,735,Person 1465 Walking
12.46,735,Crowded Scene (16 people)
12.47,736,Vehicle 1375 Stopping
12.47,736,Person 1458 Walking
12.47,736,Crowded Scene (18 people)
12.49,737,Vehicle 1375 Stopping
12.49,737,Person 1450 Walking
12.49,737,Crowded Scene (18 people)
12.51,738,Vehicle 1375 Stopping
